Elapsed Time (ms), Response Time (ms), Alphabet, Correct, Error Type, Pitch, Yaw, Roll
2128681,682, P, Yes, None,165.81,174.76,167.24
2130637,633, Q, Yes, None,176.56,178.67,175.07
2133621,1617, b, Yes, None,179.19,188.76,161.73
2135023,1001, a, Yes, None,180.34,187.54,154.44
2136640,599, B, Yes, None,177.05,176.83,176.02
2138454,403, D, Yes, None,178.24,182.20,171.31
2140626,571, P, Yes, None,170.76,180.90,174.55
2142672,612, L, Yes, None,176.20,185.36,173.10
2144760,683, R, Yes, None,177.10,181.20,176.49
2146724,646, A, Yes, None,176.59,182.90,173.90
2148810,722, X, No, Commission,176.73,182.20,173.82
2150810,716, M, Yes, None,176.19,181.83,173.75
2152626,533, A, Yes, None,175.66,176.63,174.34
2154627,516, X, No, Commission,176.36,182.41,172.19
2158126,2000, x, Yes, None,170.99,180.46,175.55
2160127,2000, X, Yes, None,173.69,181.79,172.14
2162144,2000, x, Yes, None,174.49,181.77,171.58
2162660,516, J, Yes, None,174.41,181.81,171.49
2166159,2000, x, Yes, None,174.36,181.86,170.92
2166757,598, V, Yes, None,174.24,181.82,170.75
2170190,2000, X, Yes, None,174.82,181.32,171.16
2172207,2000, x, Yes, None,174.22,181.59,170.82
2172724,516, Q, Yes, None,174.35,181.51,170.86
